"Android_ID","Messung_Start","zeit","X","Y","Z"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249051","0.02614700049161911","0.47003400325775146","0.02806599996984005"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249071","0.022445999085903168","0.4712890088558197","0.0316770002245903"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249092","0.025250999256968498","0.47263801097869873","0.026204999536275864"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249116","0.0236239992082119","0.473908007144928","0.028085999190807343"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249135","0.018438000231981277","0.4747669994831085","0.03085399977862835"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249152","0.01602800004184246","0.4753139913082123","0.03157300129532814"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249171","0.01281800027936697","0.4752100110054016","0.03821399807929993"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249202","0.014062999747693539","0.47421300411224365","0.03621700033545494"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249218","0.01462200004607439","0.4715630114078522","0.03396200016140938"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249235","0.022214999422430992","0.46825700998306274","0.02690799906849861"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249252","0.03455299884080887","0.4640510082244873","0.017224999144673347"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249271","0.03993299975991249","0.4610759913921356","0.010432000271975994"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249291","0.042121998965740204","0.46208998560905457","0.009855000302195549"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249312","0.03782600164413452","0.4644469916820526","0.013388000428676605"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249335","0.030918000265955925","0.46605899930000305","0.016336999833583832"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249352","0.02894899994134903","0.46713098883628845","0.015856999903917313"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249371","0.02725600078701973","0.46803098917007446","0.01305100042372942"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249391","0.026159999892115593","0.46871501207351685","0.010773999616503716"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249413","0.025985000655055046","0.4690999984741211","0.0054870001040399075"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249439","0.02570199966430664","0.4694480001926422","0.003536999924108386"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249456","0.02542099915444851","0.46992799639701843","0.0021389999892562628"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249474","0.02394000068306923","0.47054699063301086","0.0010989999864250422"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249493","0.023259000852704048","0.4710870087146759","-0.00030899999546818435"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249517","0.021503999829292297","0.4715679883956909","-0.0018700000364333391"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249543","0.022359000518918037","0.4715839922428131","-0.006256000138819218"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249551","0.020488999783992767","0.47108399868011475","-0.01014500018209219"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249571","-0.0004889999981969595","0.4713200032711029","-0.022935999557375908"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249592","-0.006645999848842621","0.47275400161743164","-0.024880999699234962"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249612","-0.03283499926328659","0.47723400592803955","-0.031012000516057014"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249632","-0.03618599846959114","0.4797230064868927","-0.03920900076627731"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249652","-0.015448999591171741","0.48466700315475464","0.004786999896168709"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249671","-0.009414000436663628","0.48451799154281616","-0.0004949999856762588"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249692","-0.025250999256968498","0.4809190034866333","-0.026969000697135925"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249714","-0.027737999334931374","0.48525500297546387","-0.018505999818444252"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249732","-0.04673900082707405","0.4859890043735504","-0.017886999994516373"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249752","-0.044172998517751694","0.48671698570251465","-0.02491999976336956"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249772","-0.016812000423669815","0.48950499296188354","-0.021466000005602837"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249791","-0.022143999114632607","0.49268099665641785","-0.021647999063134193"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249811","-0.03417300060391426","0.4944550096988678","-0.026652000844478607"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249832","-0.027363000437617302","0.49602100253105164","-0.02286599949002266"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249852","-0.03145499899983406","0.4946880042552948","-0.03191300109028816"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249872","-0.03437500074505806","0.4947130084037781","-0.034988999366760254"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249892","-0.03539999946951866","0.4901379942893982","-0.05288099870085716"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249915","-0.04123999923467636","0.4902769923210144","-0.05388600006699562"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249932","-0.03919300064444542","0.4906179904937744","-0.05295500159263611"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249952","-0.035321999341249466","0.49286699295043945","-0.054990001022815704"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249972","-0.07189200073480606","0.5038939714431763","-0.04817400127649307"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375249991","-0.07339099794626236","0.4917930066585541","-0.0460520014166832"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375250011","-0.06463500112295151","0.47247999906539917","-0.04746700078248978"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375250032","-0.06097399815917015","0.45470699667930603","-0.049201998859643936"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375250052","-0.05923900008201599","0.43166399002075195","-0.05198400095105171"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375250072","-0.05515599995851517","0.4039430022239685","-0.048666998744010925"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375250092","-0.05519099906086922","0.3774529993534088","-0.0399789996445179"
"5ac31a71a84d484d","2018-06-07 14:40:49","1528375250114","-0.06139399856328964","0.341266006231308","-0.03989100083708763"
